t_state,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1994.0,1995.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,Region,Average Wind Speed
OH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,7200.0,7200.0,7425.0,7425.0,7425.0,7805.0,9705.0,111305.0,429280.0,432680.0,433580.0,441080.0,543380.0,615380.0,727880.0,736880.0,858680.0,1104080.0,1104080.0,1104080.0,Midwest,16.16
OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,176350.0,176350.0,495150.0,555150.0,709650.0,851550.0,1152150.0,1504410.0,2029310.0,3071360.0,3071360.0,3719460.0,5119420.0,6576945.0,7427670.0,7961170.0,8057770.0,9187050.0,10518270.0,11872630.0,12174370.0,South,16.46
OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25080.0,25080.0,25080.0,155520.0,220320.0,261320.0,261320.0,341320.0,450520.0,896120.0,1078470.0,1832420.0,2114920.0,2741720.0,3218470.0,3218470.0,3218470.0,3218470.0,3228370.0,3278370.0,3278370.0,3479220.0,3818760.0,3818760.0,4024410.0,4024410.0,West,16.39
PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,24000.0,118500.0,118500.0,118500.0,168500.0,287000.0,354200.0,737700.0,737700.0,778900.0,1329100.0,1329100.0,1329100.0,1329100.0,1369000.0,1369000.0,1369000.0,1459000.0,1459000.0,1459000.0,1459000.0,1459000.0,Northeast,17.42
PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124600.0,125425.0,125425.0,125425.0,125425.0,125425.0,125425.0,125425.0,125425.0,125425.0,125425.0,125425.0,,
RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,660.0,660.0,860.0,860.0,860.0,7385.0,7385.0,7385.0,7385.0,52385.0,53885.0,74885.0,74885.0,74885.0,79385.0,79385.0,79385.0,Northeast,14.91
SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816.0,2924.0,44174.0,44174.0,44174.0,44174.0,98174.0,186674.0,313074.0,715674.0,790674.0,790674.0,790674.0,811024.0,984074.0,984074.0,984074.0,1025474.0,1529414.0,2276054.0,2855074.0,3160674.0,3160674.0,Midwest,21.32
TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,1980.0,1980.0,1980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,South,17.43
TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35120.0,35120.0,927960.0,927960.0,950960.0,950960.0,1210820.0,1346520.0,2690820.0,5077020.0,7230670.0,7911970.0,8172870.0,9976550.0,10117650.0,11922840.0,15542284.0,18107224.0,22143159.0,24387639.0,28310294.0,32467939.0,35644304.0,40082114.0,40383374.0,South,15.55
UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,225.0,225.0,225.0,885.0,885.0,885.0,19785.0,224785.0,224785.0,326785.0,326785.0,326785.0,326785.0,326785.0,390675.0,390675.0,390675.0,390675.0,390675.0,390675.0,390675.0,390675.0,West,18.26
VA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12000.0,12000.0,South,19.32
VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,6300.0,6500.0,46500.0,119500.0,119600.0,119600.0,119600.0,119600.0,149600.0,149600.0,149600.0,149600.0,149600.0,149600.0,149600.0,Northeast,18.07
WA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178200.0,226300.0,241900.0,241900.0,391300.0,819400.0,1175500.0,1396300.0,1942600.0,2237400.0,2607200.0,2842350.0,2842350.0,3109150.0,3109150.0,3109150.0,3109150.0,3109150.0,3109150.0,3395850.0,3395850.0,3395850.0,3395850.0,West,15.03
WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11220.0,11220.0,41220.0,41220.0,41220.0,41220.0,41220.0,41220.0,41220.0,383070.0,437170.0,457370.0,619370.0,637370.0,637370.0,637370.0,637370.0,637370.0,735370.0,735370.0,735370.0,735370.0,735370.0,735370.0,827770.0,Midwest,18.4
WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,330000.0,330000.0,430500.0,564100.0,583300.0,583300.0,583300.0,583300.0,685800.0,685800.0,685800.0,685800.0,742000.0,857000.0,857000.0,857000.0,South,18.72
WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,49000.0,193000.0,193000.0,194320.0,194320.0,194320.0,628820.0,1107020.0,1444220.0,1444220.0,1444220.0,1444220.0,1444220.0,1450490.0,1535590.0,1535590.0,1535590.0,1535590.0,2787770.0,3088870.0,3088870.0,3088870.0,West,20.88
